"","word","happiness_rank","happiness_average","happiness_standard_deviation","twitter_rank","google_rank","nyt_rank","lyrics_rank","isFunction"
"2957","skinny",2957,5.92,1.5232,3032,NA,NA,3840,0
"2958","solid",2958,5.92,1.122,2651,1803,3511,2659,0
"2959","stoked",2959,5.92,1.7004,3907,NA,NA,NA,0
"2960","substantially",2960,5.92,1.3068,NA,4969,NA,NA,0
"2962","theatrical",2962,5.92,1.2752,NA,NA,4979,NA,0
"2963","toyota",2963,5.92,1.4824,4359,NA,NA,NA,0
"2964","translated",2964,5.92,1.085,NA,2937,4565,NA,0
"2965","tribe",2965,5.92,1.3679,NA,4175,NA,NA,0
"2966","umbrella",2966,5.92,1.2911,4219,NA,NA,NA,0
"2967","vienna",2967,5.92,1.771,NA,NA,4760,NA,0
"2968","views",2968,5.92,1.0069,3476,1354,2061,NA,0
"2969","viva",2969,5.92,1.7124,NA,NA,NA,4109,0
"2970","washed",2970,5.92,1.5497,4729,NA,NA,2279,0
"2971","wholly",2971,5.92,1.14,NA,2827,NA,NA,0
"2972","alternatives",2972,5.92,1.4696,NA,4929,NA,NA,0
"2973","applies",2973,5.92,1.336,NA,3899,NA,NA,0
"2974","generated",2974,5.92,1.2884,NA,3165,NA,NA,0
"2975","merchant",2975,5.92,1.1518,NA,3973,NA,NA,0
"2976","missionary",2976,5.92,1.9022,NA,4472,NA,NA,0
"2977","vine",2977,5.92,1.2721,NA,NA,NA,4066,0
"2978","vive",2978,5.91,1.3416,NA,NA,NA,4815,0
"2979","add",2979,5.9,0.9742,758,1276,1595,2394,0
"2980","addition",2980,5.9,1.2976,NA,694,682,NA,0
"2981","alike",2981,5.9,1.5152,NA,3630,NA,NA,0
"2982","attributed",2982,5.9,1.4321,NA,3578,3315,NA,0
"2983","blu-ray",2983,5.9,1.3887,NA,NA,NA,NA,0
"2985","brought",2985,5.9,1.3286,1438,426,909,903,0
"2986","buyers",2986,5.9,1.165,NA,NA,3418,NA,0
"2987","chillin",2987,5.9,1.6933,1350,NA,NA,3624,0
"2988","co-op",2988,5.9,1.3439,NA,NA,NA,NA,0
"2989","conception",2989,5.9,1.3286,NA,2344,NA,NA,0
"2990","conclusions",2990,5.9,1.2164,NA,2812,NA,NA,0
"2991","considered",2991,5.9,1.0738,3689,485,1249,NA,0
"2992","daughter-in-law",2992,5.9,1.5551,NA,NA,NA,NA,0
"2993","diaries",2993,5.9,1.3887,3701,NA,NA,NA,0
"2994","dividend",2994,5.9,1.8979,NA,NA,2699,NA,0
"2996","establish",2996,5.9,1.5152,NA,1798,3150,NA,0
"2997","exist",2997,5.9,1.6812,3408,1355,4295,2336,0
"2998","existence",2998,5.9,1.2495,NA,843,4984,2990,0
"2999","expect",2999,5.9,0.9742,1611,1695,1339,1691,0
"3000","fact",3000,5.9,1.3286,997,208,737,939,0
"3001","featured",3001,5.9,1.0738,2778,NA,4549,NA,0
"3002","feel",3002,5.9,1.1294,140,607,610,71,0
"3003","gin",3003,5.9,1.8098,NA,NA,NA,2876,0
"3004","grew",3004,5.9,1.3286,4178,2000,1969,1676,0
"3005","hand",3005,5.9,1.0738,475,209,912,201,0
"3006","hosting",3006,5.9,1.3887,2486,NA,NA,NA,0
"3007","legacy",3007,5.9,1.6067,NA,NA,2814,NA,0
"3008","letters",3008,5.9,1.4178,3459,884,1117,2136,0
"3009","lip",3009,5.9,1.0738,3842,NA,NA,2513,0
"3010","lolz",3010,5.9,1.5551,2918,NA,NA,NA,0
"3011","magazine",3011,5.9,1.669,1743,2882,675,2953,0
"3012","majority",3012,5.9,1.1112,4945,1171,1327,NA,0
"3013","mall",3013,5.9,1.4033,1509,NA,4746,3066,0
"3015","modest",3015,5.9,1.4178,NA,4962,3362,NA,0
"3016","naked",3016,5.9,2.2879,1317,4908,NA,1343,0
"3017","neighbors",3017,5.9,1.594,3194,NA,2764,3586,0
"3018","nokia",3018,5.9,1.374,3626,NA,NA,NA,0
"3019","notebook",3019,5.9,1.3887,4787,NA,798,NA,0
"3021","pass",3021,5.9,1.4321,968,1025,1509,557,0
"3022","peak",3022,5.9,1.594,NA,3239,4983,4314,0
"3023","permit",3023,5.9,0.9742,NA,2649,3678,NA,0
"3024","personally",3024,5.9,1.0738,3457,4157,4544,NA,0
"3025","planes",3025,5.9,1.6812,NA,NA,3386,4767,0
"3026","ratings",3026,5.9,1.2657,NA,NA,3187,NA,0
"3027","recording",3027,5.9,1.1473,2854,3905,3510,NA,0
"3028","replies",3028,5.9,0.953,4330,NA,NA,NA,0
"3029","results",3029,5.9,1.374,1768,419,381,NA,0
"3030","retail",3030,5.9,1.0351,3375,NA,2059,NA,0
"3031","scenes",3031,5.9,1.2164,3926,3506,3543,4083,0
"3032","scores",3032,5.9,1.1294,4814,3518,3265,NA,0
"3033","seattle",3033,5.9,1.2657,2250,NA,1932,NA,0
"3034","settlement",3034,5.9,1.5017,NA,1979,1287,NA,0
"3035","speak",3035,5.9,1.2164,1188,905,1856,604,0
"3036","stanford",3036,5.9,1.7642,NA,NA,3081,NA,0
"3037","strategic",3037,5.9,1.4743,NA,3344,3356,NA,0
"3038","symbols",3038,5.9,1.1112,NA,3639,NA,NA,0
"3039","talked",3039,5.9,1.2657,2114,3067,3105,2249,0
"3042","winter",3042,5.9,2.1783,785,1508,1459,1062,0
"3043","yeah",3043,5.9,1.1473,192,NA,NA,64,0
"3044","angle",3044,5.9,1.3578,NA,2118,NA,NA,0
"3045","bun",3045,5.9,1.3881,NA,NA,NA,3399,0
"3046","displayed",3046,5.9,1.1039,NA,3897,NA,NA,0
"3047","dolly",3047,5.9,1.3423,NA,NA,NA,3803,0
"3048","illustrate",3048,5.9,1.4895,NA,3979,NA,NA,0
"3049","pockets",3049,5.9,1.4178,NA,NA,NA,2377,0
"3050","puppet",3050,5.9,1.7588,NA,NA,NA,4261,0
"3051","sensory",3051,5.9,1.3423,NA,4954,NA,NA,0
"3052","grande",3052,5.9,1.4621,NA,NA,NA,3571,0
"3053","mixture",3053,5.9,1.2071,NA,2744,NA,NA,0
"3054","myth",3054,5.9,1.4178,NA,4209,NA,NA,0
"3055","admiral",3055,5.89,1.4024,NA,4925,NA,NA,0
"3056","intensity",3056,5.89,1.3061,NA,2560,NA,NA,0
"3057","access",3057,5.88,1.2558,2090,1311,1545,NA,0
"3058","adobe",3058,5.88,1.2395,3826,NA,NA,NA,0
"3059","airport",3059,5.88,1.8477,1133,NA,1798,NA,0
"3060","allied",3060,5.88,1.1542,NA,4154,4862,NA,0
"3061","applications",3061,5.88,1.0622,4676,2047,4376,NA,0
"3062","architects",3062,5.88,1.3797,NA,NA,4640,NA,0
"3063","audio",3063,5.88,1.8805,2384,NA,NA,NA,0
"3064","austria",3064,5.88,1.2879,NA,4236,NA,NA,0
"3065","celeb",3065,5.88,1.4658,4044,NA,NA,NA,0
"3066","chosen",3066,5.88,1.1183,NA,1765,2725,2286,0
"3067","city's",3067,5.88,1.272,NA,NA,NA,NA,0
"3068","coordinator",3068,5.88,1.0622,NA,NA,2661,NA,0
"3069","cyber",3069,5.88,1.4797,4614,NA,NA,NA,0
"3070","deserves",3070,5.88,1.8913,3609,NA,4135,NA,0
"3071","distinguish",3071,5.88,1.409,NA,3363,NA,NA,0
"3072","drivin",3072,5.88,1.4234,NA,NA,NA,4522,0
"3073","entire",3073,5.88,1.1183,1371,961,829,4638,0
"3074","evidently",3074,5.88,1.3498,NA,3221,NA,NA,0
"3075","expanded",3075,5.88,1.1542,NA,4134,2398,NA,0
"3076","feedback",3076,5.88,0.9613,3503,4754,NA,NA,0
"3077","field",3077,5.88,1.1891,1092,432,661,1960,0
"3078","flew",3078,5.88,1.599,NA,NA,NA,2774,0
"3079","founder",3079,5.88,1.1183,NA,NA,1617,NA,0
"3080","hip",3080,5.88,1.3797,2287,NA,NA,1211,0
"3081","includes",3081,5.88,1.5205,4205,1688,789,NA,0
"3082","keeps",3082,5.88,1.3192,1239,4805,3168,602,0
"3083","leaders",3083,5.88,1.3192,2876,1242,704,4323,0
"3084","lmaooo",3084,5.88,2.0368,3236,NA,NA,NA,0
"3085","mary",3085,5.88,1.409,2271,1333,617,1117,0
"3086","mood",3086,5.88,1.6368,1156,3844,4071,1664,0
"3087","mrs",3087,5.88,1.409,3379,687,274,3680,0
"3088","october",3088,5.88,1.4234,3547,1091,515,NA,0
"3089","organism",3089,5.88,1.2061,NA,4536,NA,NA,0
"3090","outlook",3090,5.88,1.1891,4960,NA,4476,NA,0
"3091","philharmonic",3091,5.88,1.5732,NA,NA,4122,NA,0
"3092","physical",3092,5.88,1.2229,3607,596,2429,3221,0
"3093","poland",3093,5.88,1.3346,NA,4215,3738,NA,0
"3094","primary",3094,5.88,1.1183,NA,916,1685,NA,0
"3095","printed",3095,5.88,0.9613,NA,1942,4649,NA,0
"3096","privacy",3096,5.88,2.1537,2732,NA,4516,NA,0
"3097","pro",3097,5.88,1.3192,987,3087,273,3562,0
"3098","producer",3098,5.88,1.3649,NA,NA,1450,NA,0
"3099","railroad",3099,5.88,1.3649,NA,3011,4000,3594,0
"3100","researchers",3100,5.88,1.3944,NA,4382,2761,NA,0
"3101","scout",3101,5.88,1.0999,4721,NA,NA,NA,0
"3102","sequence",3102,5.88,1.3192,NA,2077,NA,NA,0
"3103","sovereign",3103,5.88,1.3801,NA,3817,NA,NA,0
"3104","speaking",3104,5.88,1.1183,1908,1371,2067,2263,0
"3105","sustained",3105,5.88,1.409,NA,3784,NA,NA,0
"3106","town",3106,5.88,1.5338,793,580,730,335,0
"3107","twilight",3107,5.88,1.9128,794,NA,NA,2707,0
"3108","victoria",3108,5.88,1.2395,4383,NA,4040,NA,0
"3109","weather",3109,5.88,1.5205,513,2270,2070,1367,0
"3110","whole",3110,5.88,1.3346,438,230,953,341,0
"3111","yeh",3111,5.88,1.5602,4495,NA,NA,1992,0
"3112","pun",3112,5.88,1.7159,NA,NA,NA,4110,0
"3113","demonstration",3113,5.88,1.2185,NA,4670,NA,NA,0
"3114","misty",3114,5.88,1.8779,NA,NA,NA,4848,0
"3115","sovereignty",3115,5.88,1.7516,NA,4756,NA,NA,0
"3116","scripture",3116,5.88,1.7336,NA,4510,NA,NA,0
"3117","sleigh",3117,5.88,1.8175,NA,NA,NA,3621,0
"3118","flex",3118,5.87,1.1575,NA,NA,NA,3240,0
"3119","2morrow",3119,5.86,1.3095,NA,NA,NA,NA,0
"3120","adopted",3120,5.86,1.6538,NA,1537,2835,NA,0
"3121","aim",3121,5.86,1.1068,2573,2547,NA,2318,0
"3122","amounts",3122,5.86,1.2124,NA,2585,3601,NA,0
"3123","applied",3123,5.86,1.2938,NA,835,2921,NA,0
"3124","arrangement",3124,5.86,1.125,NA,2355,4619,NA,0
"3125","articles",3125,5.86,1.1782,2764,1676,1800,NA,0
"3126","balls",3126,5.86,1.2124,2141,NA,NA,1937,0
"3127","barbie",3127,5.86,1.6037,4356,NA,NA,NA,0
"3128","bear",3128,5.86,1.8518,1888,1443,2354,1330,0
"3129","boogie",3129,5.86,1.9379,NA,NA,NA,1687,0
"3130","bridge",3130,5.86,1.3999,2819,2069,1128,759,0
"3131","brooks",3131,5.86,1.3704,NA,NA,3587,NA,0
"3132","brother-in-law",3132,5.86,1.5254,NA,NA,NA,NA,0
"3133","chrome",3133,5.86,1.4287,4060,NA,NA,2132,0
"3134","club",3134,5.86,1.6414,599,2273,452,721,0
"3135","columbus",3135,5.86,1.325,NA,NA,2786,NA,0
"3136","connect",3136,5.86,1.4848,2724,NA,NA,3798,0
"3137","constitutional",3137,5.86,1.6037,NA,2520,2795,NA,0
"3138","contemporary",3138,5.86,1.0882,NA,1794,2017,NA,0
"3139","country's",3139,5.86,1.3704,NA,NA,NA,NA,0
"3140","credit",3140,5.86,1.6661,1220,1483,495,2846,0
"3141","credits",3141,5.86,1.3403,NA,NA,2093,NA,0
"3142","curve",3142,5.86,1.4848,NA,2156,NA,NA,0
"3143","diverse",3143,5.86,1.5388,NA,4421,NA,NA,0
"3144","dj",3144,5.86,1.4984,1217,NA,NA,1020,0
"3145","effort",3145,5.86,1.6289,2682,1077,841,NA,0
"3146","engineering",3146,5.86,1.4848,NA,2240,2422,NA,0
"3147","equipment",3147,5.86,0.9691,NA,1452,1463,NA,0
"3148","figures",3148,5.86,1.1782,NA,1158,879,3748,0
"3149","freeway",3149,5.86,1.5388,NA,NA,NA,3851,0
"3150","front-page",3150,5.86,1.0882,NA,NA,NA,NA,0
"3151","frontier",3151,5.86,1.2779,NA,3695,NA,NA,0
"3152","hotter",3152,5.86,1.5388,NA,NA,NA,3170,0
"3153","household",3153,5.86,1.6538,NA,2423,NA,NA,0
"3154","integration",3154,5.86,1.7498,NA,2826,NA,NA,0
"3155","introduce",3155,5.86,0.9691,NA,3904,4486,4753,0
"3156","japan's",3156,5.86,1.1608,NA,NA,NA,NA,0
"3157","jennifer",3157,5.86,1.3999,3936,NA,1532,NA,0
"3158","keep",3158,5.86,1.0692,246,523,485,111,0
"3159","layout",3159,5.86,0.9037,NA,NA,NA,NA,0
"3160","lens",3160,5.86,1.4984,NA,4773,NA,NA,0
"3161","leo",3161,5.86,1.4848,4601,NA,3611,NA,0
"3162","located",3162,5.86,1.3554,NA,1993,NA,NA,0
"3163","metro",3163,5.86,1.5254,3472,NA,1090,NA,0
"3164","newman",3164,5.86,1.2124,NA,NA,3945,NA,0
"3165","nut",3165,5.86,1.4984,4695,NA,NA,2932,0
"3166","nuts",3166,5.86,1.6289,2417,NA,NA,2182,0
"3167","observations",3167,5.86,1.0692,NA,1958,NA,NA,0
"3168","obtain",3168,5.86,1.3403,NA,1418,4081,NA,0
"3169","pc",3169,5.86,1.4287,1206,NA,NA,NA,0
"3170","position",3170,5.86,1.125,2836,348,784,2113,0
"3171","potter",3171,5.86,1.7958,3584,NA,NA,NA,0
"3172","president",3172,5.86,2.1094,1180,578,63,2729,0
"3173","productions",3173,5.86,1.2291,NA,NA,3620,NA,0
"3174","property",3174,5.86,1.5651,3462,582,1157,NA,0
"3175","pumping",3175,5.86,1.3704,NA,NA,NA,4551,0
"3176","revelation",3176,5.86,1.4848,NA,4003,NA,4813,0
"3177","road",3177,5.86,1.0882,764,776,486,407,0
"3179","seat",3179,5.86,1.05,1327,2244,2318,1420,0
"3180","services",3180,5.86,1.578,1634,601,182,NA,0
"3181","sound",3181,5.86,1.2779,644,825,994,371,0
"3182","survival",3182,5.86,1.5909,NA,3121,4932,3819,0
"3183","teens",3183,5.86,1.552,4230,NA,NA,NA,0
"3184","thursday",3184,5.86,1.1068,1105,NA,226,4755,0
"3185","trained",3185,5.86,1.4984,NA,3008,3884,NA,0
"3186","variations",3186,5.86,1.1954,NA,2890,NA,NA,0
"3187","viewers",3187,5.86,1.2779,NA,NA,3290,NA,0
"3188","wrapped",3188,5.86,1.3095,4085,NA,NA,1809,0
"3189","attitudes",3189,5.86,1.307,NA,2349,NA,NA,0
"3190","autonomy",3190,5.86,1.5943,NA,4790,NA,NA,0
"3191","concentrated",3191,5.86,1.291,NA,3593,NA,NA,0
"3192","deeper",3192,5.86,1.3385,NA,3713,NA,1266,0
"3195","gum",3195,5.86,1.3844,NA,NA,NA,4664,0
"3196","liquid",3196,5.86,1.1726,NA,2203,NA,4094,0
"3197","organizational",3197,5.86,1.2583,NA,3501,NA,NA,0
"3198","output",3198,5.86,1.3844,NA,1351,NA,NA,0
"3199","phenomena",3199,5.86,1.6073,NA,2602,NA,NA,0
"3200","seal",3200,5.86,1.5138,NA,4642,NA,3807,0
"3201","concentration",3201,5.85,1.5573,NA,1581,NA,NA,0
"3202","props",3202,5.85,1.4141,NA,NA,NA,4243,0
"3203","construct",3203,5.85,1.5177,NA,4280,NA,NA,0
"3204","amount",3204,5.84,1.2993,2140,550,1159,4524,0
"3205","angeles",3205,5.84,1.5566,2466,4196,674,NA,0
"3206","appear",3206,5.84,0.8172,3489,665,1263,2738,0
"3207","arena",3207,5.84,1.0174,NA,NA,3905,NA,0
"3208","banking",3208,5.84,1.6458,NA,4549,1949,NA,0
"3209","baseball",3209,5.84,1.7304,2499,NA,234,NA,0
"3210","begun",3210,5.84,1.0373,NA,2395,2062,1443,0
"3212","benz",3212,5.84,1.8446,NA,NA,NA,2001,0
"3213","blogs",3213,5.84,1.7654,2218,NA,NA,NA,0
"3214","buck",3214,5.84,1.7769,NA,NA,NA,1381,0
"3215","canadian",3215,5.84,1.8556,2325,2984,934,NA,0
"3216","checks",3216,5.84,1.5434,4212,NA,4230,4268,0
"3217","chicago",3217,5.84,1.5301,1234,1520,650,3787,0
"3218","circles",3218,5.84,1.1843,NA,4082,NA,2178,0
"3219","classes",3219,5.84,1.3303,1846,1254,3360,NA,0
"3220","colorado",3220,5.84,1.1314,4194,NA,2754,NA,0
"3221","coming",3221,5.84,1.2014,329,822,828,284,0
"3222","conducting",3222,5.84,1.0174,NA,NA,4691,NA,0
"3223","crossword",3223,5.84,1.5566,NA,NA,4384,NA,0
"3224","curry",3224,5.84,1.8223,4094,NA,NA,NA,0
"3225","decide",3225,5.84,1.2513,1718,2648,1941,1470,0
"3226","descriptions",3226,5.84,1.1493,NA,4346,NA,NA,0
"3227","desktop",3227,5.84,1.5032,3356,NA,NA,NA,0
"3228","element",3228,5.84,1.0373,NA,1346,NA,NA,0
"3229","enter",3229,5.84,1.2835,990,1409,2923,2305,0
"3230","escaped",3230,5.84,1.9416,NA,4430,NA,NA,0
"3231","ethnic",3231,5.84,1.3303,NA,2912,2925,NA,0
"3232","experimental",3232,5.84,1.4479,NA,1786,NA,NA,0
"3233","feelings",3233,5.84,1.7186,2484,1515,4097,821,0
"3234","germans",3234,5.84,1.7998,NA,3381,NA,NA,0
"3236","grain",3236,5.84,1.2675,NA,2753,NA,3310,0
"3237","grammar",3237,5.84,1.4337,NA,4438,NA,NA,0
"3238","gravity",3238,5.84,1.5826,NA,4050,NA,3505,0
"3239","hear",3239,5.84,1.2014,364,969,1515,141,0
"3241","history",3241,5.84,1.5032,600,220,399,1341,0
"3242","individuals",3242,5.84,0.9971,NA,915,2970,NA,0
"3243","landed",3243,5.84,1.0373,4190,4696,NA,NA,0
"3244","lands",3244,5.84,1.3303,NA,1755,NA,3076,0
"3245","lays",3245,5.84,1.5032,NA,NA,NA,4882,0
"3246","maryland",3246,5.84,1.6704,NA,NA,3295,NA,0
"3247","matrix",3247,5.84,1.4194,NA,2888,NA,NA,0
"3248","mexico",3248,5.84,1.7186,2355,1772,1443,2948,0
"3249","nationwide",3249,5.84,1.2513,NA,NA,2336,NA,0
"3250","ooh",3250,5.84,1.8223,2043,NA,NA,279,0
"3251","oral",3251,5.84,1.8223,NA,2630,NA,NA,0
"3252","patents",3252,5.84,1.0568,NA,NA,4186,NA,0
"3253","poster",3253,5.84,1.1314,1772,NA,NA,NA,0
"3254","producing",3254,5.84,1.3303,NA,2377,3936,NA,0
"3255","programming",3255,5.84,1.5167,NA,4827,4026,NA,0
"3256","prophet",3256,5.84,1.9205,NA,4465,NA,4788,0
"3257","provisions",3257,5.84,1.5566,NA,2036,3608,NA,0
"3258","puff",3258,5.84,1.4758,NA,NA,NA,2089,0
"3259","quartet",3259,5.84,1.2182,NA,NA,3586,NA,0
"3260","realize",3260,5.84,1.0759,1436,2933,2637,848,0
"3261","really",3261,5.84,1.4896,79,517,397,145,0
"3262","responses",3262,5.84,1.1493,NA,2260,NA,NA,0
"3263","sample",3263,5.84,0.9337,4263,1435,NA,4427,0
"3264","shoe",3264,5.84,1.4479,3351,NA,NA,2901,0
"3265","showing",3265,5.84,0.8418,1612,1677,1609,2418,0
"3266","ski",3266,5.84,1.3303,3622,NA,4686,NA,0
"3267","stages",3267,5.84,1.5434,NA,2196,NA,NA,0
"3268","stored",3268,5.84,1.0947,NA,3879,NA,NA,0
"3269","suggestion",3269,5.84,1.3149,NA,3352,NA,NA,0
"3270","tall",3270,5.84,1.3607,3245,3228,4662,1178,0
"3271","telephone",3271,5.84,1.9098,NA,3019,853,1714,0
"3272","theoretical",3272,5.84,1.1132,NA,2224,NA,NA,0
"3273","uk",3273,5.84,1.5696,943,3708,NA,NA,0
"3274","urban",3274,5.84,1.5566,3299,1511,1639,NA,0
"3275","watching",3275,5.84,1.2182,151,3210,2294,669,0
"3276","web",3276,5.84,1.7422,603,2500,1259,3811,0
"3277","absorption",3277,5.84,1.3593,NA,3345,NA,NA,0
"3278","constructed",3278,5.84,1.4046,NA,2719,NA,NA,0
"3279","dimensions",3279,5.84,1.2966,NA,2954,NA,NA,0
"3280","examples",3280,5.84,1.4627,NA,1245,NA,NA,0
"3281","interpretation",3281,5.84,1.1963,NA,1494,NA,NA,0
"3282","programme",3282,5.84,1.4046,NA,3077,NA,NA,0
"3283","relating",3283,5.84,1.3126,NA,2959,NA,NA,0
"3284","shades",3284,5.84,1.4046,NA,NA,NA,2536,0
"3285","subtle",3285,5.84,1.4484,NA,4853,NA,NA,0
"3286","instruction",3286,5.83,1.2604,NA,2113,NA,NA,0
"3287","rotation",3287,5.83,1.3101,NA,4637,NA,NA,0
"3288","wagon",3288,5.83,1.324,NA,NA,NA,4890,0
"3289","10pm",3289,5.82,1.2237,NA,NA,NA,NA,0
"3290","7-9pm",3290,5.82,1.4384,NA,NA,NA,NA,0
"3291","apply",3291,5.82,0.8003,3522,1622,2834,NA,0
"3292","arising",3292,5.82,1.3952,NA,4200,NA,NA,0
"3293","bar",3293,5.82,1.8035,487,1924,1474,919,0
"3294","becoming",3294,5.82,0.919,2405,1770,2100,4014,0
"3295","blogging",3295,5.82,1.4803,2575,NA,NA,NA,0
"3296","closer",3296,5.82,1.1008,2391,2799,2731,791,0
"3297","come",3297,5.82,1.0039,131,174,278,54,0
"3298","communications",3298,5.82,1.3354,NA,3113,1227,NA,0
"3299","connection",3299,5.82,1.1192,2674,1218,2256,3474,0
"3300","consistent",3300,5.82,1.6744,NA,2411,NA,NA,0
"3301","cow",3301,5.82,1.4665,2289,NA,NA,3444,0
"3302","detail",3302,5.82,1.1373,4113,1744,4249,NA,0
"3303","diplomatic",3303,5.82,1.6374,NA,NA,3659,NA,0
"3304","east",3304,5.82,1.2887,1122,569,214,1270,0
"3305","eatin",3305,5.82,1.5739,4218,NA,NA,NA,0
"3306","emphasized",3306,5.82,1.4384,NA,4509,NA,NA,0
"3307","endowment",3307,5.82,1.5077,NA,NA,4771,NA,0
"3308","entered",3308,5.82,1.024,1970,1301,2624,NA,0
"3309","expressed",3309,5.82,1.3506,NA,1116,2006,NA,0
"3310","fig",3310,5.82,1.4665,NA,338,NA,NA,0
"3312","hearing",3312,5.82,1.4803,1695,2100,1278,2217,0
"3313","homey",3313,5.82,2.0572,NA,NA,NA,3217,0
"3315","investment",3315,5.82,1.8148,3947,1503,627,NA,0
"3316","involved",3316,5.82,1.3354,2458,756,850,3876,0
"3317","irish",3317,5.82,1.5868,2835,2124,2782,NA,0
"3318","jean",3318,5.82,1.5739,NA,3498,1792,4677,0
"3319","key",3319,5.82,1.0631,746,1101,1387,990,0
"3320","landing",3320,5.82,1.2403,NA,4915,4936,NA,0
"3321","lived",3321,5.82,1.5996,2299,1044,1107,1123,0
"3322","maine",3322,5.82,1.4941,NA,NA,3638,NA,0
"3323","maker",3323,5.82,1.0437,3661,NA,1830,3353,0
"3326","montreal",3326,5.82,1.2567,NA,NA,3131,NA,0
"3327","nashville",3327,5.82,1.32,4496,NA,NA,NA,0
"3328","opinion",3328,5.82,1.3354,1385,782,1484,4630,0
"3329","owl",3329,5.82,1.8592,2697,NA,NA,NA,0
"3330","pair",3330,5.82,1.1899,2039,2414,3495,2387,0
"3331","path",3331,5.82,1.1551,3757,1552,3180,1222,0
"3332","peoples",3332,5.82,1.3656,3927,2931,NA,3686,0
"3333","philosophers",3333,5.82,1.746,NA,4914,NA,NA,0
"3334","publisher",3334,5.82,1.0821,NA,NA,2222,NA,0
"3335","quickly",3335,5.82,1.4525,2195,1298,1439,2470,0
"3336","realised",3336,5.82,1.3805,4394,NA,NA,NA,0
"3337","regarded",3337,5.82,1.1726,NA,1395,4705,NA,0
"3338","royal",3338,5.82,1.6374,3266,1200,2562,4137,0
"3339","sane",3339,5.82,1.6123,NA,NA,NA,3418,0
"3340","sister-in-law",3340,5.82,1.5739,NA,NA,NA,NA,0
"3341","southwest",3341,5.82,1.5868,NA,NA,4561,NA,0
"3342","spanish",3342,5.82,1.2567,2027,1543,2680,2914,0
"3343","sum",3343,5.82,1.1373,1033,1659,NA,4682,0
"3344","talks",3344,5.82,1.207,1832,NA,1053,2593,0
"3345","teen-agers",3345,5.82,1.7225,NA,NA,NA,NA,0
"3346","tennessee",3346,5.82,1.2728,NA,NA,3781,2831,0
"3347","toronto",3347,5.82,1.7577,2678,NA,2219,NA,0
"3348","upper",3348,5.82,0.919,4524,979,1508,NA,0
"3349","woot",3349,5.82,1.5996,2026,NA,NA,NA,0
"3350","workin",3350,5.82,1.6866,3075,NA,NA,3888,0
"3351","diversity",3351,5.82,1.7401,NA,3777,NA,NA,0
"3352","ideology",3352,5.82,1.4387,NA,4032,NA,NA,0
"3353","mist",3353,5.82,1.5768,NA,NA,NA,2866,0
"3354","movements",3354,5.82,1.0738,NA,1684,NA,NA,0
"3355","outline",3355,5.82,1.2694,NA,4029,NA,NA,0
"3356","continually",3356,5.81,1.0848,NA,4219,NA,NA,0
"3357","obtaining",3357,5.81,1.3616,NA,4141,NA,NA,0
"3358","6pm",3358,5.8,1.2454,NA,NA,NA,NA,0
"3359","accordingly",3359,5.8,1.2778,NA,2573,NA,NA,0
"3360","acquisition",3360,5.8,1.5253,NA,3993,1902,NA,0
"3361","addressed",3361,5.8,1.2122,NA,2668,3430,NA,0
"3362","analysis",3362,5.8,1.4286,4134,439,1436,NA,0
"3363","appearance",3363,5.8,1.4846,NA,1199,2613,NA,0
"3364","attention",3364,5.8,1.4846,1481,577,1172,1506,0
"3365","attitude",3365,5.8,1.5908,3225,1495,3546,2063,0
"3366","bean",3366,5.8,1.3553,4331,NA,NA,NA,0
"3367","becomes",3367,5.8,0.9476,3043,779,2118,1999,0
"3368","belong",3368,5.8,1.7023,4187,2809,NA,779,0
"3369","brings",3369,5.8,1.1066,1804,3029,3259,1091,0
"3370","caffeine",3370,5.8,2.1571,4405,NA,NA,NA,0
"3371","changing",3371,5.8,1.4428,1927,1851,2348,1365,0
"3372","climate",3372,5.8,1.4286,2958,2909,4348,NA,0
"3373","commonly",3373,5.8,1.3851,NA,2008,NA,NA,0
"3374","courses",3374,5.8,1.3702,NA,3086,3964,NA,0
"3375","crib",3375,5.8,1.5119,3016,NA,NA,1877,0
"3376","definition",3376,5.8,1.178,NA,1425,NA,NA,0
"3377","determine",3377,5.8,1.3401,NA,1227,2239,NA,0
"3378","director",3378,5.8,1.4846,2773,1887,121,NA,0
"3379","double",3379,5.8,1.3702,1358,1419,1871,1112,0
"3380","dude",3380,5.8,1.7023,531,NA,NA,1990,0
"3381","entre",3381,5.8,1.5119,NA,NA,NA,2044,0
"3382","establishing",3382,5.8,1.3997,NA,3614,NA,NA,0
"3383","extended",3383,5.8,1.2289,4426,1626,1900,NA,0
"3384","finding",3384,5.8,1.2122,1419,1701,2005,2055,0
"3385","god's",3385,5.8,2.2497,NA,1915,NA,NA,0
"3386","gradually",3386,5.8,1.2122,NA,1941,NA,NA,0
"3387","group's",3387,5.8,1.1952,NA,NA,NA,NA,0
"3388","grove",3388,5.8,1.069,NA,NA,4617,NA,0
"3389","hai",3389,5.8,1.4983,NA,NA,NA,2829,0
"3390","headed",3390,5.8,0.8571,1187,3502,2282,1675,0
"3392","interior",3392,5.8,0.8806,NA,2587,2759,NA,0
"3393","kentucky",3393,5.8,1.2778,NA,NA,3953,4734,0
"3394","known",3394,5.8,1.3851,1775,268,518,628,0
"3395","league",3395,5.8,1.1606,2314,2593,536,NA,0
